"","Year","Month","Week","Day","ActiveEnergy","ReactiveEnergy","Kitchen","Laundry","EWAC"
"420",2008,2,8,24,21050.133335,1788.8666644,754,332,11447
"421",2008,2,8,25,8408.133325,1528.6666664,0,321,1856
"422",2008,2,9,26,8452.000011,1409.8333343,0,295,2013
"423",2008,2,9,27,9445.333322,1436.133331,0,326,2969
"424",2008,2,9,28,8486.40001,1387.4666655,0,281,2028
"425",2008,2,9,29,22222.466681,1482.4666692,0,3773,8062
"426",2008,3,9,1,19031.266662,1752.6333329,0,1287,2724
"427",2008,3,9,2,19370.433352,2411.8333335,0,5244,2565
"428",2008,3,9,3,17342.500001,1905.5666645,0,2207,1755
"429",2008,3,10,4,27816.499976,1815.9666671,1249,2443,9415
"430",2008,3,10,5,33953.466674,2348.300001,1145,9797,5529
"431",2008,3,10,6,41720.133351,1769.7333337,1082,372,6965
"432",2008,3,10,7,31049.266653,2156.5333339,1235,3471,9033
"433",2008,3,10,8,37477.666672,3951.3333327,6286,346,8435
"434",2008,3,10,9,26007.63334,2259.5666649,2607,333,4155
"435",2008,3,10,10,26978.100029,2118.7333337,2009,368,8660
"436",2008,3,11,11,36667.366657,2518.3333332,1271,3901,12936
"437",2008,3,11,12,29570.533344,2303.2333331,1120,2374,11042
"438",2008,3,11,13,27925.233327,2141.2333342,3263,3590,5464
"439",2008,3,11,14,36836.999985,2662.4666675,980,3881,14476
"440",2008,3,11,15,26271.666675,2573.5333318,2550,502,5910
"441",2008,3,11,16,30032.666663,2894.199999,2394,566,11286
"442",2008,3,11,17,28448.633327,2921.2333347,236,6651,9346
"443",2008,3,12,18,31959.433334,2457.3333337,1156,4019,12544
"444",2008,3,12,19,21807.466664,2374.9666674,2110,411,6154
"445",2008,3,12,20,20887.900006,2014.233335,1107,478,6670
"446",2008,3,12,21,34440.699998,3730.3999983,2171,4778,13275
"447",2008,3,12,22,34225.266661,3094.666668,3322,588,12405
"448",2008,3,12,23,38766.500016,2540.7666676,6279,2112,13878
"449",2008,3,12,24,32937.866647,2185.4999998,1131,5989,7026
"450",2008,3,13,25,33597.600004,2130.5333348,2246,3677,13494
"451",2008,3,13,26,27224.533349,2226.633336,2547,3831,7547
"452",2008,3,13,27,22847.033354,1940.666668,0,356,9022
"453",2008,3,13,28,31423.733333,2294.0000003,2325,3605,11581
"454",2008,3,13,29,41185.833316,2917.8000013,5153,375,17240
"455",2008,3,13,30,35773.200009,2932.8333341,5045,1315,9769
"456",2008,3,13,31,22959.500027,2181.0000009,1091,411,9387
"457",2008,4,14,1,35484.200012,2839.9333342,1079,6657,14515
"458",2008,4,14,2,28194.533329,2375.6666664,1106,3674,7989
"459",2008,4,14,3,18812.600027,2020.5999987,0,422,6901
"460",2008,4,14,4,27198.633309,2088.4333351,2133,775,13246
"461",2008,4,14,5,32846.033343,3394.7333348,2929,874,13644
"462",2008,4,14,6,28271.966655,2509.5333337,1124,2615,7552
"463",2008,4,14,7,25647.300001,2354.6666671,2420,672,9466
"464",2008,4,15,8,44291.933331,3069.5999995,2752,10713,17519
"465",2008,4,15,9,20314.199991,2214.3999987,0,376,9003
"466",2008,4,15,10,24629.100004,2727.9999995,3261,457,6527
"467",2008,4,15,11,31294.400007,2398.1666676,1802,491,14522
"468",2008,4,15,12,46666.899981,6537.8666679,7076,2499,15225
"469",2008,4,15,13,37216.433328,3558.5666682,2554,5942,13007
"470",2008,4,15,14,26493.033325,2582.633332,0,425,11197
"471",2008,4,16,15,27840.100019,2979.6999986,1174,3998,9874
"472",2008,4,16,16,24817.733335,2098.4000006,838,403,11322
"473",2008,4,16,17,23264.366671,2431.2999981,1719,417,8638
"474",2008,4,16,18,31039.833352,3077.4333363,2174,3832,10921
"475",2008,4,16,19,37561.833344,4088.0666676,4319,2457,14722
"476",2008,4,16,20,29856.966683,3797.5666644,1030,4544,10401
"477",2008,4,16,21,19402.600005,2923.3333327,0,2673,6788
"478",2008,4,17,22,27127.933332,3219.1666684,971,5093,10603
"479",2008,4,17,23,22622.13333,3158.3666666,1380,492,8406
"480",2008,4,17,24,17396.200004,2865.3999998,1263,522,5296
"481",2008,4,17,25,21128.900001,2703.7333336,824,2004,9400
"482",2008,4,17,26,15052.766665,2811.5999988,0,634,3586
"483",2008,4,17,27,16804.000017,3301.966666,693,588,5488
"484",2008,4,17,28,10984.199993,2785.3000003,0,621,2786
"485",2008,4,18,29,32876.933329,3589.2666673,1402,5411,10481
"486",2008,4,18,30,18362.099999,2859.2666653,1057,590,6653
"487",2008,5,18,1,9600.23333,2511.6,0,530,2586
"488",2008,5,18,2,24962.799998,3426.133333,3114,584,8687
"489",2008,5,18,3,21493.333328,3366.7333322,996,541,6535
"490",2008,5,18,4,24516.166652,3490.3666699,2196,2872,5464
"491",2008,5,18,5,22782.200003,3095.8333336,1008,378,10197
"492",2008,5,19,6,29832.999989,3326.6000006,1354,5410,12200
"493",2008,5,19,7,19604.400007,3182.5999997,1030,423,6649
"494",2008,5,19,8,35278.299998,4220.733333,3667,702,12717
"495",2008,5,19,9,29121.199994,3831.2333319,2229,423,11904
"496",2008,5,19,10,31818.800009,4830.2333348,6950,612,11714
"497",2008,5,19,11,26848.666646,4595.0333333,563,1340,6930
"498",2008,5,19,12,25403.399991,3818.9999982,2082,1085,11959
"499",2008,5,20,13,24614.900017,3941.133334,823,4089,8370
"500",2008,5,20,14,26404.366652,4622.9000006,2467,3436,9716
"501",2008,5,20,15,19379.466672,3962.0666685,868,570,6820
"502",2008,5,20,16,27518.766655,3923.3000028,2228,2569,8957
"503",2008,5,20,17,27624.23333,4598.2666682,2158,935,12472
"504",2008,5,20,18,30065.966647,4241.5333318,1775,5355,8626
"505",2008,5,20,19,17171.033324,2928.9333339,1014,558,7503
"506",2008,5,21,20,26355.566664,3068.0333337,1352,2431,11977
"507",2008,5,21,21,22068.53333,3172.0999993,1989,474,9251
"508",2008,5,21,22,16281.133359,2830.2666654,996,440,6475
"509",2008,5,21,23,24748.600006,2982.6333347,0,1390,14734
"510",2008,5,21,24,26336.266662,4759.1666657,1027,569,12833
"511",2008,5,21,25,34141.733334,4840.2666664,4307,8811,6016
"512",2008,5,21,26,21495.16667,3678.2999997,985,666,9284
"513",2008,5,22,27,28478.333335,3457.7666658,0,5352,11478
"514",2008,5,22,28,18572.866648,3927.4,3138,512,6709
"515",2008,5,22,29,18917.933332,3113.8666659,1004,507,8703
"516",2008,5,22,30,23287.400014,3036.9666646,0,3019,11298
"517",2008,5,22,31,27357.833341,4165.3999955,1764,2328,11858
"518",2008,6,22,1,30814.599999,3755.666668,1906,545,11307
"519",2008,6,22,2,17900.200011,2752.633335,960,558,6341
"520",2008,6,23,3,26630.266659,2898.9666653,2897,2608,9265
"521",2008,6,23,4,26481.866704,2540.0666674,1550,7682,6508
"522",2008,6,23,5,18667.966676,2551.7666673,1747,506,8781
"523",2008,6,23,6,20295.233335,2908.6666667,1009,506,7871
"524",2008,6,23,7,31374.733341,3106.9000006,2379,2611,14593
"525",2008,6,23,8,25705.366645,3139.7333344,2536,3161,9732
"526",2008,6,23,9,22094.966676,3060.6666655,1967,2085,7921
"527",2008,6,24,10,17784.833308,3600.2999992,907,585,8992
"528",2008,6,24,11,18720.100016,3572.8666672,977,842,7566
"529",2008,6,24,12,20988.866659,3154.8666669,1951,567,7246
"530",2008,6,24,13,31251.666658,4698.9333354,2809,7358,10531
"531",2008,6,24,14,23082.000042,5737.9999977,1862,1011,10681
"532",2008,6,24,15,38151.700008,4683.4333337,6471,6802,11589
"533",2008,6,24,16,21717.399976,3406.3666652,1980,464,10012
"534",2008,6,25,17,19084.733336,2924.4000008,1080,432,10094
"535",2008,6,25,18,31560.133311,4545.3999991,7549,3040,12687
"536",2008,6,25,19,26468.033315,3156.9666648,3411,1514,10911
"537",2008,6,25,20,27935.066681,3790.3333336,2948,2935,12417
"538",2008,6,25,21,28904.233328,3983.8000012,940,5823,12828
"539",2008,6,25,22,26106.933343,4902.3999993,4705,1175,10652
"540",2008,6,25,23,20863.266651,3515.9333345,2600,581,10124
"541",2008,6,26,24,29240.866657,4217.0333319,2779,3489,14271
"542",2008,6,26,25,21029.500023,4843.7666668,2773,569,9402
"543",2008,6,26,26,17600.333338,3623.566665,921,572,8971
"544",2008,6,26,27,29252.53334,4366.8000009,4159,2372,10163
"545",2008,6,26,28,20146.666665,3515.8999992,0,2000,7932
"546",2008,6,26,29,12489.199974,3061.0666653,955,535,3896
"547",2008,6,26,30,13403.266704,3158.7666675,0,521,6819
"548",2008,7,27,1,20254.000002,4629.8000012,3465,587,8390
"549",2008,7,27,2,19120.03334,4442.2999994,962,650,7002
"550",2008,7,27,3,18306.000029,3562.4666681,958,2569,7410
"551",2008,7,27,4,15700.333362,3135.5333325,0,589,8302
"552",2008,7,27,5,24484.799987,3746.3333325,1875,6754,8365
"553",2008,7,27,6,30084.399989,4226.3666689,4258,5230,7536
"554",2008,7,27,7,16389.833333,3380.1666682,2171,592,7149
"555",2008,7,28,8,18770.233301,3271.9666637,991,503,7592
"556",2008,7,28,9,15321.966651,3195.3999988,951,499,7352
"557",2008,7,28,10,20854.599999,4004.0333351,982,552,8186
"558",2008,7,28,11,20903.599986,4183.9333321,724,558,9251
"559",2008,7,28,12,22147.53335,4435.399998,4436,2617,7231
"560",2008,7,28,13,20910.566657,2781.7999991,1671,3164,7056
"561",2008,7,28,14,18965.433366,3494.4666672,2564,1995,6436
"562",2008,7,29,15,19264.333341,3182.2666663,968,552,8585
"563",2008,7,29,16,17951.03333,3441.0333332,1537,2799,4978
"564",2008,7,29,17,21985.36665,3991.7666662,1122,723,8280
"565",2008,7,29,18,21026.40002,3260.1,1143,552,9260
"566",2008,7,29,19,22400.233337,3467.1666677,2941,3146,7676
"567",2008,7,29,20,15692.233323,2876.2666665,1943,1076,5457
"568",2008,7,29,21,19274.633339,2874.1666675,1698,431,9189
"569",2008,7,30,22,12337.366684,2685.4666677,0,430,4886
"570",2008,7,30,23,15710.500008,2706.533333,1233,454,6325
"571",2008,7,30,24,18224.166678,3098.0333334,837,476,8344
"572",2008,7,30,25,14425.566665,3045.2333352,1168,492,6731
"573",2008,7,30,26,13594.733341,3555.2999996,0,948,6243
"574",2008,7,30,27,19123.266663,3885.633332,1063,858,8385
"575",2008,7,30,28,13763.400007,3308.5666684,0,509,5963
"576",2008,7,31,29,19442.633337,3473.0666668,1571,530,5802
"577",2008,7,31,30,21665.133328,3792.2666652,2548,773,6278
"578",2008,7,31,31,23210.633336,4057.9333313,1533,2808,7588
"579",2008,8,31,1,12326.266639,4211.7333336,586,1150,5091
"580",2008,8,31,2,8429.6,2971.5666662,0,504,3803
"581",2008,8,31,3,8413.033355,2767.5333349,0,499,3926
"582",2008,8,31,4,18775.466648,3230.3666679,596,4677,4411
"583",2008,8,32,5,13785.299957,3004.1333333,635,509,7118
"584",2008,8,32,6,5435.19994,3575.0666651,0,513,2215
"585",2008,8,32,7,5581.399996,3582.3333314,0,526,2357
"586",2008,8,32,8,5036.666598,3274.1333312,0,481,1980
"587",2008,8,32,9,5982.066613,3333.1666678,0,489,1902
"588",2008,8,32,10,5867.199982,3151.7666658,0,464,1905
"589",2008,8,32,11,6198.600021,3127.000002,0,489,1880
"590",2008,8,33,12,4816.399923,3117.3666652,0,462,1844
"591",2008,8,33,13,4709.733315,3063.9333336,0,451,1789
"592",2008,8,33,14,4504.29997,2966.0999989,0,441,1641
"593",2008,8,33,15,4560.899969,2969.6333314,0,439,1691
"594",2008,8,33,16,4580.233399,3027.9666679,0,442,1688
"595",2008,8,33,17,4579.933338,2991.933332,0,445,1710
"596",2008,8,33,18,4562.633329,2968.2999962,0,440,1719
"597",2008,8,34,19,4578.199994,3010.3666664,0,442,1697
"598",2008,8,34,20,4474.533361,2967.7333357,0,437,1626
"599",2008,8,34,21,4354.966628,2816.2000027,0,432,1577
"600",2008,8,34,22,4452.066652,2910.8999979,0,438,1614
"601",2008,8,34,23,4244.033407,2823.7000015,0,419,1485
"602",2008,8,34,24,4245.266678,2731.8333339,0,404,1523
"603",2008,8,34,25,4171.63337,2731.1666655,0,422,1436
"604",2008,8,35,26,4292.733336,2776.1000008,0,420,1533
"605",2008,8,35,27,4301.899954,2764.5333311,0,399,1539
"606",2008,8,35,28,4470.76664,2901.6333319,0,432,1631
"607",2008,8,35,29,4459.799956,2853.0999993,0,430,1599
"608",2008,8,35,30,4507.066573,2959.1999991,0,435,1619
"609",2008,8,35,31,25042.199961,3506.9666654,2056,3733,12136
"610",2008,9,35,1,20791.833352,3074.766667,950,521,10183
"611",2008,9,36,2,23069.233339,3743.8999997,4273,1206,6648
"612",2008,9,36,3,23141.433358,2988.133335,1326,1902,10213
"613",2008,9,36,4,20420.333302,2531.1999973,2225,404,9408
"614",2008,9,36,5,14565.999999,2453.9333334,379,431,6943
"615",2008,9,36,6,31142.899986,3971.5333324,2948,6500,13400
"616",2008,9,36,7,22877.600006,2940.7333359,3612,1707,5976
"617",2008,9,36,8,21822.066645,2676.2333318,747,2293,9559
"618",2008,9,37,9,19327.566641,3011.1666666,236,453,7728
"619",2008,9,37,10,21679.399987,2773.8333333,1009,399,10281
"620",2008,9,37,11,17145.233301,3200.633335,1005,417,7644
"621",2008,9,37,12,23212.700029,2971.6333345,1867,402,8738
"622",2008,9,37,13,27190.599994,3103.199999,930,5433,11807
"623",2008,9,37,14,26272.099979,3229.0999995,4673,445,6538
"624",2008,9,37,15,28295.13333,2268.6333321,960,364,10322
"625",2008,9,38,16,20364.36666,2601.000001,0,368,8249
"626",2008,9,38,17,25320.166656,2952.8000022,1910,3727,9371
"627",2008,9,38,18,25088.166658,3156.2666679,4202,357,7991
"628",2008,9,38,19,25314.100006,2779.4666663,1569,351,12367
"629",2008,9,38,20,21743.333349,2603.400001,0,370,12477
"630",2008,9,38,21,25551.166646,3437.7,4010,2381,8347
"631",2008,9,38,22,22642.733313,2525.3999996,1014,2448,10227
"632",2008,9,39,23,20546.466653,2752.1333335,0,2168,7920
"633",2008,9,39,24,28639.166666,2891.1999995,2019,4730,10548
"634",2008,9,39,25,18853.666712,2896.1666663,1012,751,8485
"635",2008,9,39,26,23857.499974,3526.2000012,1221,370,10890
"636",2008,9,39,27,35457.433356,4284.0000007,4347,2584,12688
"637",2008,9,39,28,28851.733329,2732.8000014,1920,385,11242
"638",2008,9,39,29,25028.966667,3323.8666659,1014,363,10677
"639",2008,9,40,30,22916.766658,2584.8666658,998,360,7415
"640",2008,10,40,1,31206.066647,3020.9333344,2249,5800,10808
"641",2008,10,40,2,22422.366668,2561.266666,0,367,9060
"642",2008,10,40,3,26876.333339,2643.2999992,4801,349,9432
"643",2008,10,40,4,35008.266678,3603.3333326,3462,629,12573
"644",2008,10,40,5,25832.499995,2438.2666669,990,3257,6071
"645",2008,10,40,6,23729.699978,2086.7333322,990,286,9562
"646",2008,10,41,7,28776.133335,3120.5666685,1016,419,9476
"647",2008,10,41,8,31009.599994,2540.166666,1044,5126,11650
"648",2008,10,41,9,33061.366664,3031.6666667,1032,3064,11652
"649",2008,10,41,10,25305.633334,2467.400001,0,389,12046
"650",2008,10,41,11,27823.100008,2580.7999997,2144,2335,11373
"651",2008,10,41,12,31799.000005,2696.7666643,2561,5822,7171
"652",2008,10,41,13,24366.266669,2464.8999999,1037,535,9483
"653",2008,10,42,14,26817.599996,2738.1000004,1177,442,9939
"654",2008,10,42,15,35948.266667,2807.700002,1998,7042,9984
"655",2008,10,42,16,26394.666684,2280.6666671,951,429,8438
"656",2008,10,42,17,31114.766672,2558.700003,2036,3187,9639
"657",2008,10,42,18,37319.833329,2710.4666665,799,1655,12146
"658",2008,10,42,19,32865.56665,3026.6000014,698,8010,4600
"659",2008,10,42,20,27792.566667,2296.8666667,844,2648,10475
"660",2008,10,43,21,34395.266671,2539.0666672,857,2663,11331
"661",2008,10,43,22,27433.499984,2489.0666663,662,2542,8487
"662",2008,10,43,23,30508.233329,2686.7999996,815,1435,10587
"663",2008,10,43,24,35553.766666,2800.2333344,7893,2277,10284
"664",2008,10,43,25,26607.133346,2087.5999986,737,480,14164
"665",2008,10,43,26,8724.866683,1925.5000003,0,360,2013
"666",2008,10,43,27,8731.533339,2149.6333339,0,402,1967
"667",2008,10,44,28,22121.499986,2417.9333376,2263,362,5090
"668",2008,10,44,29,26876.266668,2221.3666678,1037,345,4015
"669",2008,10,44,30,18310.000001,2050.4666649,0,345,2619
"670",2008,10,44,31,21430.533358,1739.1333371,0,312,10483
"671",2008,11,44,1,13841.633366,1894.5333343,0,344,1939
"672",2008,11,44,2,15176.899983,2007.8666689,0,346,2824
"673",2008,11,44,3,14126.666669,1920.8000021,963,347,1892
"674",2008,11,45,4,26038.600003,2024.6000017,0,6214,4106
"675",2008,11,45,5,52248.833368,4297.0000018,7597,10409,8362
"676",2008,11,45,6,26473.966667,3024.4666677,1033,430,6734
"677",2008,11,45,7,26986.399992,1833.1333345,1032,389,10421
"678",2008,11,45,8,28885.633338,2219.4666682,1114,3271,6069
"679",2008,11,45,9,42975.633343,3515.7666664,6301,661,14348
"680",2008,11,45,10,35215.066655,2612.0999989,1023,355,10387
"681",2008,11,46,11,40932.500003,2134.6666668,2475,2288,14651
"682",2008,11,46,12,36504.766667,2652.8666648,1066,2752,9430
"683",2008,11,46,13,20640.999996,2090.4000013,0,338,6315
"684",2008,11,46,14,27028.966702,2131.566666,2092,325,9929
"685",2008,11,46,15,50527.133345,2752.6666694,3952,3799,15635
"686",2008,11,46,16,39423.866666,2718.8333337,4791,1829,8945
"687",2008,11,46,17,25393.933318,1981.2333349,0,378,10590
"688",2008,11,47,18,29150.833323,2321.3666647,1079,369,11204
"689",2008,11,47,19,30670.633346,2774.2000003,1737,3026,8704
"690",2008,11,47,20,28205.599993,2019.8666682,1034,347,7732
"691",2008,11,47,21,27898.833328,2125.9000012,1039,348,10396
"692",2008,11,47,22,28522.799998,2081.1333359,1093,882,8320
"693",2008,11,47,23,56779.666696,3450.3000011,3631,8823,10290
"694",2008,11,47,24,53549.966662,2026.9666661,1063,510,13378
"695",2008,11,48,25,45047.500009,2509.4000026,3010,345,10471
"696",2008,11,48,26,25265.900026,1999.9333339,909,304,10002
"697",2008,11,48,27,39370.300008,2103.6333333,2491,330,12440
"698",2008,11,48,28,31432.733339,2140.4333371,1113,295,11361
"699",2008,11,48,29,40577.800029,2775.1666668,5268,2392,12386
"700",2008,11,48,30,40023.133357,2848.4000029,1161,3481,11474
"701",2008,12,48,1,26942.299999,1977.966667,1085,309,9013
"702",2008,12,49,2,29890.733318,2431.8,0,304,11343
"703",2008,12,49,3,29252.733338,2078.7000013,1137,302,9664
"704",2008,12,49,4,28977.300006,1899.8333346,1085,281,11314
"705",2008,12,49,5,34310.299993,2000.433334,831,310,9852
"706",2008,12,49,6,42063.933311,3135.7333342,4005,5749,9048
"707",2008,12,49,7,41112.333335,3003.7333344,3294,310,13627
"708",2008,12,49,8,31143.933359,2013.0333371,1117,296,13256
"709",2008,12,50,9,33385.733333,2208.5999991,1985,2553,12886
"710",2008,12,50,10,37415.500006,2565.7666692,1128,4144,12254
"711",2008,12,50,11,23875.366658,1915.2666673,1160,273,7979
"712",2008,12,50,12,30258.900011,2322.3666674,1157,255,12154
"713",2008,12,50,13,30426.233351,2721.2999991,2186,261,9271
"714",2008,12,50,14,33368.666652,2733.5666678,3742,2497,5415
"715",2008,12,50,15,29924.166676,1895.7333336,1178,252,9668
"716",2008,12,51,16,29951.500018,1909.9666676,0,253,11334
"717",2008,12,51,17,34979.766677,2270.2666667,4251,284,10813
"718",2008,12,51,18,28949.000013,1967.8333348,1125,258,11293
"719",2008,12,51,19,31368.533368,2202.566668,1538,296,11773
"720",2008,12,51,20,37402.366649,2680.6333346,1134,6479,12837
"721",2008,12,51,21,44060.166668,2251.2000004,1099,9189,14816
"722",2008,12,51,22,33596.800004,2081.1666692,2157,391,10433
"723",2008,12,52,23,29968.133348,2518.0000003,2666,2115,8326
"724",2008,12,52,24,21160.633318,1921.9666654,0,364,9981
"725",2008,12,52,25,17685.299999,1948.033335,0,285,3598
"726",2008,12,52,26,20395.533363,2070.3666676,1121,279,7796
"727",2008,12,52,27,49536.066673,1968.8666667,0,244,12209
"728",2008,12,52,28,26177.366648,1870.7999997,1953,217,5291
"729",2008,12,52,29,9254.633335,1527.3000006,0,218,2480
"730",2008,12,53,30,19920.633339,1886.7666713,0,245,7145
"731",2008,12,53,31,32736.46668,2154.5333316,2975,246,11860
"732",2009,1,1,1,23444.866641,1877.7999987,765,3845,2803
"733",2009,1,1,2,38791.833347,3412.1666656,2417,6018,11841
"734",2009,1,1,3,31891.599995,2915.2000006,6440,328,10439
"735",2009,1,1,4,32333.233335,2788.9666677,1457,5251,3245
"736",2009,1,1,5,26733.333316,2148.9666682,1247,322,8650
"737",2009,1,1,6,28164.366695,1925.9333329,0,254,12462
"738",2009,1,1,7,34671.19998,2358.3999995,2687,3820,9979
"739",2009,1,2,8,27221.16666,2072.9000003,2773,299,10075
"740",2009,1,2,9,29811.700019,1926.2000015,1802,272,9285
"741",2009,1,2,10,35049.133311,2695.5666659,2828,4288,12539
"742",2009,1,2,11,32933.133337,2387.3333359,4521,5301,5887
"743",2009,1,2,12,26487.966649,1873.8000019,0,261,12147
"744",2009,1,2,13,36376.666665,2235.7000005,1140,329,16194
"745",2009,1,2,14,29696.533313,2013.2000017,2279,332,10318
"746",2009,1,3,15,26067.800016,1925.7666674,2731,390,9561
"747",2009,1,3,16,46109.233296,2998.6666679,5811,3158,15220
"748",2009,1,3,17,55297.000015,2742.3999999,2477,3154,15322
"749",2009,1,3,18,52569.899989,3497.3333347,5649,6701,12727
"750",2009,1,3,19,28331.100002,1987.9000018,1118,376,10279
"751",2009,1,3,20,28967.133327,2231.333334,0,282,13727
"752",2009,1,3,21,28990.566649,2134.066669,1148,2159,9830
"753",2009,1,4,22,20622.600003,1926.6666661,0,341,8246
"754",2009,1,4,23,31842.266655,2104.9666677,2078,295,12146
"755",2009,1,4,24,36679.500009,2832.8999994,5096,4492,8322
"756",2009,1,4,25,47394.400006,2462.7666675,3971,5960,11213
"757",2009,1,4,26,27907.866676,1887.9333349,1121,348,9821
"758",2009,1,4,27,23750.5,2260.6000002,896,278,6608
"759",2009,1,4,28,45362.233347,1933.6666668,2301,6949,14285
"760",2009,1,5,29,26228.299982,1738.4333343,0,294,8996
"761",2009,1,5,30,34317.300013,2001.5666672,1622,280,12147
"762",2009,1,5,31,55214.199998,3978.5333342,8278,6575,15309
"763",2009,2,5,1,30462.533336,2539.9000001,3330,622,7494
"764",2009,2,5,2,26721.666681,1776.4666667,1159,232,10915
"765",2009,2,5,3,31139.83333,2050.1666681,703,878,14984
"766",2009,2,5,4,41015.400012,2526.7333342,871,6961,15960
"767",2009,2,6,5,27484.800011,2036.4666659,1104,264,12987
"768",2009,2,6,6,34139.933321,2114.5333351,1165,273,11716
"769",2009,2,6,7,52192.266687,3077.4,6822,4483,17873
"770",2009,2,6,8,36381.099997,2233.666669,5341,259,15174
"771",2009,2,6,9,28443.96667,2243.4666674,1063,228,9375
"772",2009,2,6,10,32397.033329,1930.533335,1128,263,12339
"773",2009,2,6,11,43989.833344,3989.3666665,2985,10477,12195
"774",2009,2,7,12,32810.999976,1988.0666671,1109,299,17724
"775",2009,2,7,13,28167.033358,1819.7666648,1100,254,11554
"776",2009,2,7,14,38922.166663,1979.4666692,2280,3256,18543
"777",2009,2,7,15,26433.866654,1900.3666671,2465,226,5234
"778",2009,2,7,16,21983.233318,1863.4333349,0,261,7037
"779",2009,2,7,17,13225.100002,1926.166665,0,266,3925
"780",2009,2,7,18,13774.166677,1884.4000026,0,297,5471
"781",2009,2,8,19,12287.799985,1656.3000039,1046,262,1796
"782",2009,2,8,20,31345.599996,2450.5999993,2897,293,8768
"783",2009,2,8,21,21936.400016,2590.033334,2111,262,3983
"784",2009,2,8,22,37307.966663,2930.4666661,3816,8576,7133
"785",2009,2,8,23,45560.933315,2163.3333331,1212,3744,12471
"786",2009,2,8,24,29719.066676,2055.7666682,0,1602,14512
"787",2009,2,8,25,19497.400013,1884.4999997,1092,274,7359
"788",2009,2,9,26,19280.866637,1876.6666665,0,268,6841
"789",2009,2,9,27,33815.299986,3368.6,1154,246,14831
"790",2009,2,9,28,27179.166673,3543.1333335,1145,5358,8006
"791",2009,3,9,1,41209.233346,3158.2333327,11224,2741,8852
"792",2009,3,9,2,24624.033364,2256.0666681,1560,310,6684
"793",2009,3,9,3,30815.866669,2131.7333369,1159,268,13024
"794",2009,3,9,4,30702.166681,2157.2333346,2214,2570,8393
"795",2009,3,10,5,24030.200013,1874.3666661,0,271,9094
"796",2009,3,10,6,29724.566674,2149.2666679,1144,265,12056
"797",2009,3,10,7,28274.433318,2497.7666679,1055,811,12113
"798",2009,3,10,8,39286.100011,3236.4333329,7253,5260,12691
"799",2009,3,10,9,28092.600002,2267.333334,2001,369,10336
"800",2009,3,10,10,30603.499976,1915.0333344,0,281,11610
"801",2009,3,10,11,40098.399997,2287.4000005,3476,7288,10737
"802",2009,3,11,12,31454.333335,2246.2000018,0,364,13655
"803",2009,3,11,13,24091.999981,2311.4000009,1082,311,10466
"804",2009,3,11,14,35817.133325,2587.5000012,2196,280,18036
"805",2009,3,11,15,32367.699994,2962.533333,3478,5152,8353
"806",2009,3,11,16,22300.700005,1989.133333,0,306,9291
"807",2009,3,11,17,32198.499999,3916.533334,1110,3952,12320
"808",2009,3,11,18,24178.000003,2031.7666675,1123,375,12101
"809",2009,3,12,19,19858.866659,1940.2000011,0,314,9458
"810",2009,3,12,20,24398.433334,2167.3000004,1083,308,10618
"811",2009,3,12,21,32167.033338,3294.2666678,5420,682,10266
"812",2009,3,12,22,28152.833331,2171.3333328,2017,3778,9015
"813",2009,3,12,23,21607.500013,2002.0333333,1078,310,5999
"814",2009,3,12,24,27695.200017,2447.266666,1710,352,10149
"815",2009,3,12,25,30646.233332,3233.9333334,2780,3315,10287
"816",2009,3,13,26,20183.399987,1995.8333343,0,312,8596
"817",2009,3,13,27,28565.433319,3017.9,1103,526,9947
"818",2009,3,13,28,37682.933325,4611.6666663,4527,327,12225
"819",2009,3,13,29,36944.166648,2284.8999997,1611,4024,9502
"820",2009,3,13,30,24624.200023,2188.7333333,1085,295,9901
"821",2009,3,13,31,30391.366671,2299.8000003,2202,2711,12958
"822",2009,4,13,1,27352.333321,2384.1333343,2807,2364,7309
"823",2009,4,14,2,27405.56665,2079.366668,1128,324,13500
"824",2009,4,14,3,22721.000011,2209.9666653,0,326,8556
"825",2009,4,14,4,36520.533321,3328.8,2699,4172,16251
"826",2009,4,14,5,22928.599992,3050.1999984,3832,357,6503
"827",2009,4,14,6,24210.566684,2192.3333332,799,333,10141
"828",2009,4,14,7,24001.533345,2545.5333339,1103,338,9121
"829",2009,4,14,8,25576.666675,2689.1666676,2131,2827,7968
"830",2009,4,15,9,31507.866657,2948.9333314,2682,366,13482
"831",2009,4,15,10,30701.900013,2763.2000015,2057,2822,13828
"832",2009,4,15,11,41040.766679,4227.7666667,3661,4286,18233
"833",2009,4,15,12,35683.533338,4694.5000008,7498,1504,12470
"834",2009,4,15,13,26665.4,3334.5333333,1006,5648,6209
"835",2009,4,15,14,25025.63332,3143.0000003,888,2341,9478
"836",2009,4,15,15,20267.699996,3181.4333327,1880,463,5278
"837",2009,4,16,16,26075.400006,2983.6,2896,397,9809
"838",2009,4,16,17,34046.833319,2853.2999987,0,5224,7655
"839",2009,4,16,18,25204.433327,2449.3000014,1028,2613,10699
"840",2009,4,16,19,21441.133324,2560.0666666,2201,376,8088
"841",2009,4,16,20,24775.166662,2825.0333342,0,2644,10476
"842",2009,4,16,21,31576.633324,3045.5333349,1925,375,7380
"843",2009,4,16,22,24936.633349,3398.4666663,1024,1203,13265
